artist,album,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Outworld,Outworld,"['best of 2006', '2006', 'damn good']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4787702d36b949205ad7fbdd2ae323f0.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4787702d36b949205ad7fbdd2ae323f0.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4787702d36b949205ad7fbdd2ae323f0.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4787702d36b949205ad7fbdd2ae323f0.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4787702d36b949205ad7fbdd2ae323f0.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4787702d36b949205ad7fbdd2ae323f0.png', 'size': ''}]",9283,71228a27-a005-416a-b887-7851d953ebf0,122669,2006-11-13,[],https://www.last.fm/music/Outworld/Outworld,9.77,Outworld,Outworld
Black Sabbath,Technical Ecstasy,"['hard rock', '1976', 'albums I own', 'classic rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c68e65c306b2cbc487b4543d5d3cd7d0.png', 'size': ''}]",92396,59f1630b-5f96-4e0e-8f37-cdc78e6589e7,1354793,1976-09-25,['heavy metal'],https://www.last.fm/music/Black+Sabbath/Technical+Ecstasy,10.03,Black Sabbath,Technical Ecstasy
Queensrÿche,Empire,"['Progressive metal', 'albums I own', 'Progressive rock', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a8a9f4d7181427db0cefda6c470cdf0.png', 'size': ''}]",91595,e41bf618-f8f8-34dd-a428-78391c64dd1f,1282063,1990,['heavy metal'],https://www.last.fm/music/Queensr%C3%BFche/Empire,10.859999999999998,Queensrÿche,Empire
W.A.S.P.,The Headless Children,"['80s', '1989', 'WASP', 'hard rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4291e5a45ea846488c9f42004beb5569.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4291e5a45ea846488c9f42004beb5569.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4291e5a45ea846488c9f42004beb5569.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4291e5a45ea846488c9f42004beb5569.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4291e5a45ea846488c9f42004beb5569.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4291e5a45ea846488c9f42004beb5569.png', 'size': ''}]",91506,57c8d493-064d-4a71-9bbd-a75c2c19a9c7,1028761,1989-04-03,['heavy metal'],https://www.last.fm/music/W.A.S.P./The+Headless+Children,9.12,W.A.S.P.,The Headless Children
Bathory,Bathory,"['old school black metal', '1984', 'albums I own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cff220dcb7d24c4ecc931302c49d76bd.png', 'size': ''}]",91465,35fee4f9-f9f0-3615-9189-e2a2a96f4442,2379893,1984-10-02,"['black metal', 'thrash metal']",https://www.last.fm/music/Bathory/Bathory,20.26,Bathory,Bathory
Cryptopsy,None So Vile,"['Technical Death Metal', 'Brutal Death Metal', '1996', 'albums I own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/612f179e5f992bfa562ec062e33eb863.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/612f179e5f992bfa562ec062e33eb863.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/612f179e5f992bfa562ec062e33eb863.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/612f179e5f992bfa562ec062e33eb863.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/612f179e5f992bfa562ec062e33eb863.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/612f179e5f992bfa562ec062e33eb863.png', 'size': ''}]",91145,dc28ef86-5613-35ff-a3fc-671cd705cbc8,1728499,1996-07-03,['death metal'],https://www.last.fm/music/Cryptopsy/None+So+Vile,22.89,Cryptopsy,None So Vile
Blind Guardian,At the Edge of Time,"['Power metal', 'albums I own', 'symphonic power metal', 'Progressive metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3715f1769e9645eb9efee5b5a8d9cd51.png', 'size': ''}]",90833,ec906fa6-34e9-4c27-965d-e88a8bf5d96d,3126405,2010-07-30,['symphonic metal'],https://www.last.fm/music/Blind+Guardian/At+the+Edge+of+Time,15.39,Blind Guardian,At the Edge of Time
Arch Enemy,Stigmata,"['Melodic Death Metal', 'albums I own', 'swedish', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b548d1d23f514943c97cc63acd7e0640.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b548d1d23f514943c97cc63acd7e0640.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b548d1d23f514943c97cc63acd7e0640.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b548d1d23f514943c97cc63acd7e0640.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b548d1d23f514943c97cc63acd7e0640.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b548d1d23f514943c97cc63acd7e0640.png', 'size': ''}]",90712,e4728dba-1361-4554-8d7f-570f823cbd1d,1373278,1998-03-21,['death metal'],https://www.last.fm/music/Arch+Enemy/Stigmata,10.509999999999998,Arch Enemy,Stigmata
Alcest,Écailles de lune,"['shoegaze', '2010', 'atmospheric black metal', 'post-rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62d242cdc0ed478ccd86237fb9cc2782.png', 'size': ''}]",90400,33749b62-1fa9-4ab0-b1e2-8696e3386bae,2692456,2010-03-26,['blackgaze'],https://www.last.fm/music/Alcest/%C3%89cailles+de+lune,13.98,Alcest,Écailles de lune
Alestorm,Captain Morgan's Revenge,"['Power metal', '2008', 'Folk Power Metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/684e30f9a06748ca887547527e6611db.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/684e30f9a06748ca887547527e6611db.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/684e30f9a06748ca887547527e6611db.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/684e30f9a06748ca887547527e6611db.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/684e30f9a06748ca887547527e6611db.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/684e30f9a06748ca887547527e6611db.png', 'size': ''}]",90314,61addf0d-1165-47e7-9665-a3eec9d0cf6f,3306567,2008-01-25,"['folk metal', 'pirate metal']",https://www.last.fm/music/Alestorm/Captain+Morgan%27s+Revenge,17.09,Alestorm,Captain Morgan's Revenge
Pentagram,Pentagram,"['1985', 'chilean']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad7d887efa74b90cb69f1ad0e3b44e9.png', 'size': ''}]",9003,af1b3ade-c442-32a4-b9f1-53566b13ef77,189716,2000-10,"['death metal', 'thrash metal', 'heavy metal']",https://www.last.fm/music/Pentagram/Pentagram,10.15,Pentagram,Pentagram
Mercyful Fate,Don't Break the Oath,"['albums I own', '1984', 'Progressive metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6d010de36a0dda3b69c6da0a32bc8838.png', 'size': ''}]",89964,e680ac16-56da-3bfa-bc63-fca736ac32b3,1621394,1984-09-07,"['heavy metal', 'black metal']",https://www.last.fm/music/Mercyful+Fate/Don%27t+Break+the+Oath,13.15,Mercyful Fate,Don't Break the Oath
Eluveitie,Helvetios,"['Melodic Death Metal', 'Celtic Folk Metal', '2012']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/7659a3bd35454273ad3f5ee9a57ae141.png', 'size': ''}]",89923,b94ce417-dff5-44df-a83b-8f996ee8ae97,4408849,2012-02-10,"['folk metal', 'pagan metal']",https://www.last.fm/music/Eluveitie/Helvetios,9.56,Eluveitie,Helvetios
Cannibal Corpse,Evisceration Plague,"['Brutal Death Metal', 'albums I own', '2009', 'Megadeth']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/dad6e57093e642cd97e0cccc89fd4adb.png', 'size': ''}]",89824,b56806bb-3d98-4bc1-9916-b5f8a55bc90d,2189850,2009-01-30,['death metal'],https://www.last.fm/music/Cannibal+Corpse/Evisceration+Plague,15.04,Cannibal Corpse,Evisceration Plague
Dissection,Storm of the Light's Bane,"['melodic black metal', 'albums I own', '1995']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/aae45461b746bab9bf69ac08438bc4e2.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/aae45461b746bab9bf69ac08438bc4e2.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/aae45461b746bab9bf69ac08438bc4e2.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aae45461b746bab9bf69ac08438bc4e2.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aae45461b746bab9bf69ac08438bc4e2.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aae45461b746bab9bf69ac08438bc4e2.png', 'size': ''}]",89676,76a7d348-f6e2-4e36-b529-b3cc003c3231,2324936,1995-11-17,"['black metal', 'death metal']",https://www.last.fm/music/Dissection/Storm+of+the+Light%27s+Bane,27.74,Dissection,Storm of the Light's Bane
Blind Guardian,Imaginations From The Other Side,"['Power metal', 'albums I own', 'epic metal', '1995']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9aa4644409518578a76244107c26d6f3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9aa4644409518578a76244107c26d6f3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9aa4644409518578a76244107c26d6f3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9aa4644409518578a76244107c26d6f3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9aa4644409518578a76244107c26d6f3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9aa4644409518578a76244107c26d6f3.png', 'size': ''}]",89475,de0d36bc-fce4-4e93-afd1-08f9ebbdd775,2608245,1995-04-05,['speed metal'],https://www.last.fm/music/Blind+Guardian/Imaginations+From+The+Other+Side,10.81,Blind Guardian,Imaginations from the Other Side
Rigor Mortis,Rigor Mortis,"['1988', 'metal', 'USA']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e1e488fc05c555e8026f26dc74fa2ec2.png', 'size': ''}]",8942,0ae9362f-066b-4d59-a34a-b9115b8d0fc0,206003,1988-07-19,"['thrash metal', 'speed metal']",https://www.last.fm/music/Rigor+Mortis/Rigor+Mortis,9.69,Rigor Mortis,Rigor Mortis
Blind Guardian,Tales From The Twilight World,"['Power metal', '1990', 'metal', 'albums I own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/81cd614b458f3f93718730b836e5285a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/81cd614b458f3f93718730b836e5285a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/81cd614b458f3f93718730b836e5285a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/81cd614b458f3f93718730b836e5285a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/81cd614b458f3f93718730b836e5285a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/81cd614b458f3f93718730b836e5285a.png', 'size': ''}]",89409,ae908c04-9df5-4f10-8036-95c6733e2aa5,1989531,1990-09-21,['speed metal'],https://www.last.fm/music/Blind+Guardian/Tales+From+The+Twilight+World,16.58,Blind Guardian,Tales from the Twilight World
Symphony X,The Divine Wings Of Tragedy,"['Progressive metal', 'Power metal', 'albums I own', 'Progressive rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/10f2bfed76b75e37d97420b86c0257fc.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/10f2bfed76b75e37d97420b86c0257fc.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/10f2bfed76b75e37d97420b86c0257fc.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10f2bfed76b75e37d97420b86c0257fc.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10f2bfed76b75e37d97420b86c0257fc.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10f2bfed76b75e37d97420b86c0257fc.png', 'size': ''}]",89008,a0c5444b-1aaa-366b-b69a-06cf191cc3e4,1757713,1996,['symphonic metal'],https://www.last.fm/music/Symphony+X/The+Divine+Wings+Of+Tragedy,16.41,Symphony X,The Divine Wings of Tragedy
Municipal Waste,Hazardous Mutation,"['albums I own', '2005', 'crossover']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6fa4ecb307814aee9ee69e796a119298.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6fa4ecb307814aee9ee69e796a119298.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6fa4ecb307814aee9ee69e796a119298.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fa4ecb307814aee9ee69e796a119298.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fa4ecb307814aee9ee69e796a119298.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fa4ecb307814aee9ee69e796a119298.png', 'size': ''}]",88420,873d066a-73bc-3acb-98aa-ba0a12c79922,2669677,2005-09-20,"['thrash metal', 'crossover thrash']",https://www.last.fm/music/Municipal+Waste/Hazardous+Mutation,12.329999999999998,Municipal Waste,Hazardous Mutation
Testament,The Gathering,"['albums I own', '1999', 'favourite albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/ad478efd592aa22adb621dce6f5bfee6.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/ad478efd592aa22adb621dce6f5bfee6.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/ad478efd592aa22adb621dce6f5bfee6.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ad478efd592aa22adb621dce6f5bfee6.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ad478efd592aa22adb621dce6f5bfee6.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ad478efd592aa22adb621dce6f5bfee6.png', 'size': ''}]",88219,b227babb-2fdf-4c86-bccf-e18061627746,2040134,1999-06-08,"['thrash metal', 'death metal']",https://www.last.fm/music/Testament/The+Gathering,11.919999999999998,Testament,The Gathering
Demons & Wizards,Touched by the Crimson King,"['Power metal', 'albums I own', 'metal', 'fantasy metal', 'the dark tower']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/50c14f24022e42acbf3eb5e60996cd67.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/50c14f24022e42acbf3eb5e60996cd67.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/50c14f24022e42acbf3eb5e60996cd67.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/50c14f24022e42acbf3eb5e60996cd67.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/50c14f24022e42acbf3eb5e60996cd67.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/50c14f24022e42acbf3eb5e60996cd67.png', 'size': ''}]",88119,98ec9bed-7912-3faa-994d-39b045c2842d,2173282,2005-06-27,[],https://www.last.fm/music/Demons+&+Wizards/Touched+by+the+Crimson+King,11.18,Demons & Wizards,Touched by the Crimson King
Cannibal Corpse,The Wretched Spawn,"['Brutal Death Metal', 'albums I own', '2004', '2000s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4ad0f9485dea4fa7a1f0059aa654a9df.png', 'size': ''}]",87999,7ac9d75b-ccf5-38b3-8c74-24775a94b129,1753641,2004-02-24,['death metal'],https://www.last.fm/music/Cannibal+Corpse/The+Wretched+Spawn,13.009999999999998,Cannibal Corpse,The Wretched Spawn
